participant,image,image_type,RT
S015,S34,outgroup,801.7865287055055
S015,S35,outgroup,938.292465347705
S015,S36,outgroup,947.9316163149228
S015,S37,outgroup,1467.2208112428239
S015,S38,outgroup,976.5414464351974
S015,S39,outgroup,1024.4501441878504
S015,S40,outgroup,1028.9706055046956
S015,S41,outgroup,641.9127287583008
S015,S42,outgroup,840.5012653066897
S015,S43,outgroup,889.4420117427895
S015,S44,outgroup,982.0229067830569
S015,S45,outgroup,1099.3534894075622
S015,S46,outgroup,659.4597256597483
S015,S47,outgroup,910.7039968923231
S015,S48,outgroup,1110.8644358091956
S015,S49,outgroup,1315.289808137305
S015,S50,outgroup,822.3843362238924
S016,S01,ingroup,1009.2192262773536
S016,S02,ingroup,871.4733820371711
S016,S03,ingroup,990.6514475750363
S016,S04,ingroup,835.1830453883408
S016,S05,ingroup,603.0446686337524
S016,S06,ingroup,1190.2060049562488
S016,S07,ingroup,1194.7907605430123
S016,S08,ingroup,815.553950472305
S016,S09,ingroup,307.4653376914911
S016,S10,ingroup,865.3419508309044
S016,S11,ingroup,960.2111030749605
S016,S12,ingroup,812.2596287379622
S016,S13,ingroup,716.5757976126449
S016,S14,ingroup,797.3943332328973
S016,S15,ingroup,916.0329430922819
S016,S16,ingroup,1078.6711328677393
S016,S17,ingroup,875.6176435673955
S016,S18,ingroup,990.7323637890202
S016,S19,ingroup,762.9571506667088
S016,S20,ingroup,738.8357857901811
S016,S21,ingroup,1040.614361456715
S016,S22,ingroup,1126.8386183322855
S016,S23,ingroup,1150.1625838769362
S016,S24,ingroup,562.2759456186889
S016,S25,ingroup,443.4881331145964
S016,S26,outgroup,895.5489077586332
S016,S27,outgroup,781.5374824553012
S016,S28,outgroup,1084.3773651859385
S016,S29,outgroup,1022.5128661173102
S016,S30,outgroup,1167.8501443011755
S016,S31,outgroup,790.3008963337659
S016,S32,outgroup,1112.4078687827657
S016,S33,outgroup,1290.8153096135118
S016,S34,outgroup,880.8113939688125
S016,S35,outgroup,1347.4231130499784
S016,S36,outgroup,974.8146596207326
S016,S37,outgroup,1133.4588615892349
S016,S38,outgroup,578.1802626190746
S016,S39,outgroup,1072.2948558522748
S016,S40,outgroup,904.4462962682953
S016,S41,outgroup,1184.3644834878733
S016,S42,outgroup,1054.3771263643494
S016,S43,outgroup,1163.8959562451796
S016,S44,outgroup,1003.78578120449
S016,S45,outgroup,1422.6868131039394
S016,S46,outgroup,1335.0999200074286
S016,S47,outgroup,1091.4809564276914
S016,S48,outgroup,1091.2786031037913
S016,S49,outgroup,1164.6967037980526
S016,S50,outgroup,1217.4814409678388
S017,S01,ingroup,593.7915432168652
S017,S02,ingroup,933.5271099153829
S017,S03,ingroup,511.24104125336834
S017,S04,ingroup,774.2590968529312
S017,S05,ingroup,684.0349978337648
S017,S06,ingroup,504.59764282911135
S017,S07,ingroup,568.9524236218056
S017,S08,ingroup,341.76954377247034
S017,S09,ingroup,759.7293004042591
S017,S10,ingroup,728.5503556410034
S017,S11,ingroup,683.5376045702126
S017,S12,ingroup,573.8235336335227
S017,S13,ingroup,657.4539390834595
S017,S14,ingroup,753.1666004973051
S017,S15,ingroup,739.1389899149553
S017,S16,ingroup,786.361606407016
S017,S17,ingroup,539.1119187889768
S017,S18,ingroup,968.8137604891235
S017,S19,ingroup,756.571643525234
S017,S20,ingroup,700.6569163629422
S017,S21,ingroup,314.5767089603965
S017,S22,ingroup,632.8473001436707
S017,S23,ingroup,881.3270020458937
S017,S24,ingroup,641.6149868997281
S017,S25,ingroup,268.81716185670973
S017,S26,outgroup,768.3744892698583
S017,S27,outgroup,658.6038581754297
S017,S28,outgroup,1345.7977766045142
S017,S29,outgroup,726.9268021646676
S017,S30,outgroup,638.0094745953822
S017,S31,outgroup,1052.9908643192603
S017,S32,outgroup,722.6885431095167
S017,S33,outgroup,886.1940667397321
S017,S34,outgroup,956.8128035896485
S017,S35,outgroup,939.0446932617142
S017,S36,outgroup,445.85137029082546
S017,S37,outgroup,1151.6330601225682
S017,S38,outgroup,792.7104921949639
S017,S39,outgroup,1001.5623677471278
S017,S40,outgroup,823.485652485805
S017,S41,outgroup,638.6730059017308
S017,S42,outgroup,612.293516599334
S017,S43,outgroup,650.9036592104216
S017,S44,outgroup,791.7496241702801
S017,S45,outgroup,721.3451634640351
S017,S46,outgroup,733.7266700552568
S017,S47,outgroup,1148.4659705560575
S017,S48,outgroup,717.2216976257665
S017,S49,outgroup,1290.2709366416952
S017,S50,outgroup,533.1690543461763
S018,S01,ingroup,684.8460195844116
S018,S02,ingroup,829.7077853742901
S018,S03,ingroup,1000.1009882444863
S018,S04,ingroup,602.2883119005357
S018,S05,ingroup,571.0806013712779
S018,S06,ingroup,691.0577885741988
S018,S07,ingroup,576.8842887483773
S018,S08,ingroup,753.2944397901705
S018,S09,ingroup,543.1144503632968
S018,S10,ingroup,530.2015185626265
S018,S11,ingroup,562.3340595586542
S018,S12,ingroup,742.3509578648616
S018,S13,ingroup,541.1309506849747
S018,S14,ingroup,504.75657951773496
S018,S15,ingroup,702.8874787254301
S018,S16,ingroup,957.0585175115666
S018,S17,ingroup,708.2641426836439
S018,S18,ingroup,616.2550175210869
S018,S19,ingroup,490.33499047789803
S018,S20,ingroup,856.8936155063393
S018,S21,ingroup,543.1739297905979
S018,S22,ingroup,769.1108938249868
S018,S23,ingroup,954.4481633730034
S018,S24,ingroup,748.0390351591575
S018,S25,ingroup,772.3888375608293
S018,S26,outgroup,714.1566655290706
S018,S27,outgroup,122.4559444073688
S018,S28,outgroup,897.9136973791096
S018,S29,outgroup,518.5501796628321
S018,S30,outgroup,873.8177481719456
S018,S31,outgroup,181.87886986160322
S018,S32,outgroup,546.8238892148504
S018,S33,outgroup,843.722606147115
S018,S34,outgroup,709.6959269517338
S018,S35,outgroup,804.0832844300393
S018,S36,outgroup,684.4932955213071
S018,S37,outgroup,736.3537625164428
S018,S38,outgroup,543.8801182396115
S018,S39,outgroup,936.5499326274125
S018,S40,outgroup,896.2606811547761
S018,S41,outgroup,1103.9686267514412
S018,S42,outgroup,682.1656941915593
S018,S43,outgroup,356.27898697766085
S018,S44,outgroup,823.6157101196756
S018,S45,outgroup,1049.2982045443127
S018,S46,outgroup,289.36934165364437
S018,S47,outgroup,720.3506141945235
S018,S48,outgroup,665.2146890019839
S018,S49,outgroup,598.532616591156
S018,S50,outgroup,738.5610685975838
S019,S01,ingroup,582.1220426937563
S019,S02,ingroup,953.093564767819
S019,S03,ingroup,713.9659254075945
S019,S04,ingroup,346.1452603626077
S019,S05,ingroup,1042.6773439995177
S019,S06,ingroup,815.5136094513077
S019,S07,ingroup,634.556623293275
S019,S08,ingroup,928.055060362435
S019,S09,ingroup,802.2270483996489
S019,S10,ingroup,448.6615892690021
S019,S11,ingroup,766.6695428733991
S019,S12,ingroup,849.894919260854
S019,S13,ingroup,915.9555318972564
S019,S14,ingroup,734.500859216297
S019,S15,ingroup,886.626212572608
S019,S16,ingroup,844.5725661695303
S019,S17,ingroup,1093.5904765710359
S019,S18,ingroup,830.1616829535868
S019,S19,ingroup,465.299119215466
S019,S20,ingroup,739.474347128352
S019,S21,ingroup,935.966269892926
S019,S22,ingroup,854.8708940395051
S019,S23,ingroup,811.5922526625645
S019,S24,ingroup,1120.1622889812159
S019,S25,ingroup,317.4043705393041
S019,S26,outgroup,770.2412462644241
S019,S27,outgroup,655.3738325075319
S019,S28,outgroup,755.8104976281272
S019,S29,outgroup,1047.4019308142651
S019,S30,outgroup,866.9220245633053
S019,S31,outgroup,1029.6504122973436
S019,S32,outgroup,920.8456059252313
S019,S33,outgroup,884.153049884118
S019,S34,outgroup,849.5044523291559
S019,S35,outgroup,1123.9182483207833
S019,S36,outgroup,787.4836230560118
S019,S37,outgroup,666.6302289330248
S019,S38,outgroup,421.63656903606113
S019,S39,outgroup,1189.4303738621911
S019,S40,outgroup,401.6486683873704
S019,S41,outgroup,879.7167303151404
S019,S42,outgroup,820.1917289227675
S019,S43,outgroup,445.6446438719532
S019,S44,outgroup,956.1349655774161
S019,S45,outgroup,743.5059362326883
S019,S46,outgroup,595.174550559191
S019,S47,outgroup,1073.022781263633
S019,S48,outgroup,1055.7715050639679
S019,S49,outgroup,675.277316061378
S019,S50,outgroup,617.8495924809544
S020,S01,ingroup,731.7506163601334
S020,S02,ingroup,1180.5612452392131
S020,S03,ingroup,371.41865995863884
S020,S04,ingroup,648.2553090252765
S020,S05,ingroup,919.6654968724736
S020,S06,ingroup,1141.500315438916
S020,S07,ingroup,1117.9049840450175
S020,S08,ingroup,767.5736480574611
S020,S09,ingroup,829.4849064944254
S020,S10,ingroup,961.6200171219339
S020,S11,ingroup,958.1233346818134
S020,S12,ingroup,562.6712850275775
S020,S13,ingroup,512.6379572358126
S020,S14,ingroup,917.8480850228204
S020,S15,ingroup,412.54238572080095
S020,S16,ingroup,1079.7750469995149
S020,S17,ingroup,890.0419134021397
S020,S18,ingroup,1102.9393947491799
S020,S19,ingroup,498.608608686463
S020,S20,ingroup,710.6807349016651
S020,S21,ingroup,1049.3637287203173
S020,S22,ingroup,1011.2349493174944
S020,S23,ingroup,971.342858239763
S020,S24,ingroup,782.6873773130759
S020,S25,ingroup,1095.2159447633219
S020,S26,outgroup,1061.9690985393572
S020,S27,outgroup,711.5477610129778
S020,S28,outgroup,1018.658854848562
S020,S29,outgroup,941.2344247434153
S020,S30,outgroup,752.0073723195774
S020,S31,outgroup,928.3305062403684
S020,S32,outgroup,901.8575609483792
S020,S33,outgroup,1012.4786677167
S020,S34,outgroup,1109.1183811566932
S020,S35,outgroup,1198.7414719077656
S020,S36,outgroup,609.2378933994964
S020,S37,outgroup,1093.7105305350276
S020,S38,outgroup,1220.86656859348
S020,S39,outgroup,976.5766357934355
S020,S40,outgroup,768.0176786896202
S020,S41,outgroup,993.1411059596046
S020,S42,outgroup,1109.985118221624
S020,S43,outgroup,1045.010973709281
S020,S44,outgroup,655.7496845813114
S020,S45,outgroup,745.1637374686643
S020,S46,outgroup,861.048982662241
S020,S47,outgroup,891.0929953023157
S020,S48,outgroup,526.0949850502798
S020,S49,outgroup,880.843889146661
S020,S50,outgroup,829.3968187559245
S021,S01,ingroup,602.6518201217201
S021,S02,ingroup,650.5291481909011
S021,S03,ingroup,752.3170258700839
S021,S04,ingroup,613.3162537282885
S021,S05,ingroup,558.2546730919387
S021,S06,ingroup,408.29567565908997
S021,S07,ingroup,1034.716317833729
S021,S08,ingroup,507.9669923517469
S021,S09,ingroup,553.057158695686
S021,S10,ingroup,495.45309312506106
S021,S11,ingroup,522.3782813025256
S021,S12,ingroup,795.2102733862821
S021,S13,ingroup,424.5796126400768
S021,S14,ingroup,735.8463705300071
S021,S15,ingroup,530.906997078524
S021,S16,ingroup,704.184288479863
S021,S17,ingroup,476.2423448073272
S021,S18,ingroup,742.4929534956091
S021,S19,ingroup,429.70369288424365
S021,S20,ingroup,378.08013566329663
S021,S21,ingroup,317.3993385243488
S021,S22,ingroup,838.9990351909853
S021,S23,ingroup,672.5322491674393
S021,S24,ingroup,511.5678546806413
S021,S25,ingroup,722.466891594613
S021,S26,outgroup,659.7380751685708
S021,S27,outgroup,489.3161461696467
S021,S28,outgroup,1005.6508326778434
S021,S29,outgroup,901.0470153244343
S021,S30,outgroup,828.389314593922
S021,S31,outgroup,198.56031421689056
S021,S32,outgroup,700.9177674474479
S021,S33,outgroup,985.3068298201665
S021,S34,outgroup,525.8371831355707
S021,S35,outgroup,824.639843841763
S021,S36,outgroup,705.6746940913692
S021,S37,outgroup,355.64309253438176
S021,S38,outgroup,668.7696356295323
S021,S39,outgroup,1020.0085285590859
S021,S40,outgroup,577.5181629851419
S021,S41,outgroup,794.8700657233152
S021,S42,outgroup,592.3597851034846
S021,S43,outgroup,530.9773830017184
S021,S44,outgroup,735.0013944112268
S021,S45,outgroup,937.122061011783
S021,S46,outgroup,679.4563786419058
S021,S47,outgroup,1118.9322228485034
S021,S48,outgroup,467.16740766197955
S021,S49,outgroup,721.1691010902767
S021,S50,outgroup,553.5454056884188
S022,S01,ingroup,578.7649343366686
S022,S02,ingroup,912.5335258812697
S022,S03,ingroup,621.7626688160545
S022,S04,ingroup,743.5387178454308
S022,S05,ingroup,916.5502518238794
S022,S06,ingroup,570.7989110883909
S022,S07,ingroup,812.6384866869404
S022,S08,ingroup,187.49272918698216
S022,S09,ingroup,885.9708783352937
S022,S10,ingroup,753.8208259588486
S022,S11,ingroup,759.4720601711588
S022,S12,ingroup,325.67551336766604
S022,S13,ingroup,685.5315057777424
S022,S14,ingroup,575.4969751972654
S022,S15,ingroup,506.8854567695921
S022,S16,ingroup,724.7137889285848
S022,S17,ingroup,300.2615334429316
S022,S18,ingroup,1147.6417689903628
S022,S19,ingroup,433.75992669181113
S022,S20,ingroup,776.6532645697123
S022,S21,ingroup,923.055226942487
S022,S22,ingroup,919.3030903539255
S022,S23,ingroup,747.0162758698077
S022,S24,ingroup,993.8646701478199
S022,S25,ingroup,508.7305823180719
S022,S26,outgroup,799.2016157683331
S022,S27,outgroup,1004.563860435235
S022,S28,outgroup,730.6712953702719
S022,S29,outgroup,584.9079459481882
S022,S30,outgroup,970.9022814241887
S022,S31,outgroup,775.0512170141706
S022,S32,outgroup,650.0362199757549
S022,S33,outgroup,687.9100072313464
S022,S34,outgroup,733.5405962741257
S022,S35,outgroup,747.9903202474326
S022,S36,outgroup,594.0271101359709
S022,S37,outgroup,928.4489958904655
S022,S38,outgroup,851.0264403737033
S022,S39,outgroup,838.2896015829117
S022,S40,outgroup,803.6667429896239
S022,S41,outgroup,1493.7814498062103
S022,S42,outgroup,707.363357755289
S022,S43,outgroup,759.0143286603427
S022,S44,outgroup,704.8324616665988
S022,S45,outgroup,946.5998348619739
S022,S46,outgroup,807.9577415608666
S022,S47,outgroup,682.9333654051021
S022,S48,outgroup,790.3513629934249
S022,S49,outgroup,885.0123129770634
S022,S50,outgroup,589.8944814551253
S023,S01,ingroup,857.0956913906425
S023,S02,ingroup,857.762591157526
S023,S03,ingroup,1000.1396063606051
S023,S04,ingroup,771.2423757658505
S023,S05,ingroup,913.2448540202081
S023,S06,ingroup,188.1215615917954
S023,S07,ingroup,590.9549184105126
S023,S08,ingroup,534.9588732031472
S023,S09,ingroup,759.5202430574717
S023,S10,ingroup,746.8149733204152
S023,S11,ingroup,381.9081319497387
S023,S12,ingroup,737.8725144825733
S023,S13,ingroup,776.6526220696851
S023,S14,ingroup,410.6871681500306
S023,S15,ingroup,1116.71085145716
S023,S16,ingroup,899.3252626801975
S023,S17,ingroup,687.698917064152
S023,S18,ingroup,366.8418022134504
S023,S19,ingroup,711.1293441258933
S023,S20,ingroup,879.2139333388675
S023,S21,ingroup,634.712919834499
S023,S22,ingroup,571.9617468339937
S023,S23,ingroup,666.4917806768608
S023,S24,ingroup,581.9494624687301
S023,S25,ingroup,860.3813230453546
S023,S26,outgroup,761.8658137948336
S023,S27,outgroup,691.1547095691559
S023,S28,outgroup,767.926316440786
S023,S29,outgroup,769.60598896250394
S023,S30,outgroup,928.1647049246551
S023,S31,outgroup,387.80231830148426
S023,S32,outgroup,586.7774862108439
S023,S33,outgroup,981.5649441085793
S023,S34,outgroup,884.7965679696072
S023,S35,outgroup,1009.7641052661334
S023,S36,outgroup,514.3323472345936
S023,S37,outgroup,1185.5539308876505
S023,S38,outgroup,448.44119350796205
S023,S39,outgroup,534.3523011972477
S023,S40,outgroup,929.6761892591657
S023,S41,outgroup,569.3332952247999
S023,S42,outgroup,987.0067472507858
S023,S43,outgroup,543.9187427320514
S023,S44,outgroup,622.5464886872858
S023,S45,outgroup,772.2936517159402
S023,S46,outgroup,421.8633445131874
S023,S47,outgroup,743.2842940662404
S023,S48,outgroup,563.9067254217864
S023,S49,outgroup,647.6428249352482
S023,S50,outgroup,717.924410419143
S024,S01,ingroup,673.9131344021202
S024,S02,ingroup,874.6989702041149
S024,S03,ingroup,859.6257548660545
S024,S04,ingroup,575.8275782539125
S024,S05,ingroup,771.3868060743239
S024,S06,ingroup,596.3607237250567
S024,S07,ingroup,947.7583040391429
S024,S08,ingroup,718.7158136323046
S024,S09,ingroup,683.337672440129
S024,S10,ingroup,546.1463820823571
S024,S11,ingroup,609.7954675105067
S024,S12,ingroup,944.7518100689683
S024,S13,ingroup,556.8063415539706
S024,S14,ingroup,632.0628026101083
S024,S15,ingroup,781.352359104263
S024,S16,ingroup,726.8866671628739
S024,S17,ingroup,521.8316664172943
S024,S18,ingroup,724.1051081956127
S024,S19,ingroup,672.03576148834
S024,S20,ingroup,702.4903292571905
S024,S21,ingroup,753.9194580608198
S024,S22,ingroup,749.7462298435782
S024,S23,ingroup,659.8513229709075
S024,S24,ingroup,747.193901042176
S024,S25,ingroup,776.8271973165172
S024,S26,outgroup,939.2250979976166
S024,S27,outgroup,626.9241570146547
S024,S28,outgroup,559.0463277529848
S024,S29,outgroup,1102.8374323132957
S024,S30,outgroup,427.028941892151
S024,S31,outgroup,403.79012796688215
S024,S32,outgroup,651.0316125039445
S024,S33,outgroup,716.3788456822539
S024,S34,outgroup,872.3981533643613
S024,S35,outgroup,725.0733583839576
S024,S36,outgroup,722.4093330197236
S024,S37,outgroup,903.3534718621717
S024,S38,outgroup,638.06098338757
S024,S39,outgroup,842.1651806017359
S024,S40,outgroup,838.6518622427784
S024,S41,outgroup,580.692205121092
S024,S42,outgroup,582.7617204590462
S024,S43,outgroup,575.080401420753
S024,S44,outgroup,719.1281207682731
S024,S45,outgroup,1295.9486974241113
S024,S46,outgroup,750.6420311185915
S024,S47,outgroup,942.1159306277929
S024,S48,outgroup,691.8892996622291
S024,S49,outgroup,894.2999993825318
S024,S50,outgroup,377.8926730171213
S025,S01,ingroup,997.4050173712754
S025,S02,ingroup,1111.8553697693535
S025,S03,ingroup,976.3902189406433
S025,S04,ingroup,709.7246129425225
S025,S05,ingroup,817.5790550932014
S025,S06,ingroup,928.1263686246518
S025,S07,ingroup,951.4187742308821
S025,S08,ingroup,740.9334042500789
S025,S09,ingroup,912.3528413697499
S025,S10,ingroup,785.7659940097725
S025,S11,ingroup,968.8908876020176
S025,S12,ingroup,1404.8080216629626
S025,S13,ingroup,871.3911478545481
S025,S14,ingroup,1098.7167060515924
S025,S15,ingroup,747.1834152766759
S025,S16,ingroup,929.2137810420193
S025,S17,ingroup,759.8539661759922
S025,S18,ingroup,1016.6281856218575
S025,S19,ingroup,538.6800173038312
S025,S20,ingroup,1057.1317492274056
S025,S21,ingroup,704.2195221378465
S025,S22,ingroup,531.9247789414342
S025,S23,ingroup,1100.1120995006784
S025,S24,ingroup,1037.5664172349072
S025,S25,ingroup,726.5623000979967
S025,S26,outgroup,750.438037716548
S025,S27,outgroup,886.118566114838
S025,S28,outgroup,825.6351566818707
S025,S29,outgroup,1279.3169498258428
S025,S30,outgroup,984.982269296913
S025,S31,outgroup,1076.5312942136604
S025,S32,outgroup,647.7039117195441
S025,S33,outgroup,887.7932102929345
S025,S34,outgroup,1141.3546618250175
S025,S35,outgroup,781.1836510185991
S025,S36,outgroup,1152.6004796014029
S025,S37,outgroup,836.7139293566701
S025,S38,outgroup,1016.3046921479295
S025,S39,outgroup,852.6586942620945
S025,S40,outgroup,1136.3199542034158
S025,S41,outgroup,897.8650033360137
S025,S42,outgroup,704.8788056966127
S025,S43,outgroup,901.7491370871873
S025,S44,outgroup,1145.9868587738833
S025,S45,outgroup,1231.1293761883878
S025,S46,outgroup,673.5983914734434
S025,S47,outgroup,930.9709611719181
S025,S48,outgroup,962.7178198465641
S025,S49,outgroup,838.061463536428
S025,S50,outgroup,896.9970071170743
S026,S01,ingroup,739.6012061170371
S026,S02,ingroup,724.2527934959311
S026,S03,ingroup,935.4655647823549
S026,S04,ingroup,658.9702458863321
S026,S05,ingroup,771.1251753241891
S026,S06,ingroup,328.0139475113981
S026,S07,ingroup,936.1775092734296
S026,S08,ingroup,466.88143858458517
S026,S09,ingroup,428.4917968391658
S026,S10,ingroup,561.8459374795498
S026,S11,ingroup,485.70371186894954
S026,S12,ingroup,922.4545474719206
S026,S13,ingroup,591.4993191022029
S026,S14,ingroup,689.6436953705664
S026,S15,ingroup,489.65662342209333
S026,S16,ingroup,715.158932521792
S026,S17,ingroup,646.9221386383007
S026,S18,ingroup,905.1814401752529
S026,S19,ingroup,608.7063355973771
S026,S20,ingroup,194.52263997061493
S026,S21,ingroup,481.0474433214365
S026,S22,ingroup,889.7611908525528
S026,S23,ingroup,537.9993908217135
S026,S24,ingroup,464.8482630671672
S026,S25,ingroup,567.0408991802007
S026,S26,outgroup,508.44813140418285
S026,S27,outgroup,438.13803190212104
S026,S28,outgroup,538.1287841645959
S026,S29,outgroup,682.087666905993
S026,S30,outgroup,469.88154139669194
S026,S31,outgroup,506.37167171864826
S026,S32,outgroup,588.3653708058378
S026,S33,outgroup,699.946636377357
S026,S34,outgroup,860.9257613389395
S026,S35,outgroup,595.764222531259
S026,S36,outgroup,363.5979834772759
S026,S37,outgroup,790.25957794884
S026,S38,outgroup,204.47323472206665
S026,S39,outgroup,1021.3502458095364
S026,S40,outgroup,501.0264127942929
S026,S41,outgroup,950.3438158917886
S026,S42,outgroup,661.1212698370559
S026,S43,outgroup,569.1097150329762
S026,S44,outgroup,878.6404655318539
S026,S45,outgroup,796.8720851893368
S026,S46,outgroup,1032.0809819947767
S026,S47,outgroup,838.5220326564756
S026,S48,outgroup,898.6378707606499
S026,S49,outgroup,558.2687603592263
S026,S50,outgroup,672.1403398359321
S027,S01,ingroup,1461.350067402997
S027,S02,ingroup,1391.643322039049
S027,S03,ingroup,865.3318581038773
S027,S04,ingroup,617.0907304261555
S027,S05,ingroup,868.5532410086955
S027,S06,ingroup,1061.8241332602965
S027,S07,ingroup,960.3404536589303
S027,S08,ingroup,865.2713618770215
S027,S09,ingroup,1129.8375363336852
S027,S10,ingroup,1223.1362894857848
S027,S11,ingroup,1125.8865758790512
S027,S12,ingroup,1117.3266539318277
S027,S13,ingroup,1353.240511360063
S027,S14,ingroup,819.5829070386598
S027,S15,ingroup,986.4115948989049
S027,S16,ingroup,933.597634517432
S027,S17,ingroup,1102.137297955283
S027,S18,ingroup,1063.7109713016514
S027,S19,ingroup,893.6936575376908
S027,S20,ingroup,1256.115040566175
S027,S21,ingroup,656.2192045579106
S027,S22,ingroup,1268.5212245697994
S027,S23,ingroup,960.0997570487526
S027,S24,ingroup,1166.4092189697992
S027,S25,ingroup,406.2094232234689
S027,S26,outgroup,1365.4780444003331
S027,S27,outgroup,833.9782902606873
S027,S28,outgroup,937.4818640232357
S027,S29,outgroup,1258.35455303032
S027,S30,outgroup,1268.5586478961895
S027,S31,outgroup,870.4289097071447
S027,S32,outgroup,1264.8580398656002
S027,S33,outgroup,1434.212977578399
S027,S34,outgroup,1131.9853969681412
S027,S35,outgroup,1254.4469604064082
S027,S36,outgroup,747.4813235524043
S027,S37,outgroup,973.8336804794792
S027,S38,outgroup,942.8451725900869
S027,S39,outgroup,1040.4442870759954
S027,S40,outgroup,1398.4482702369623
S027,S41,outgroup,1165.6208422826492
S027,S42,outgroup,1256.542609457311
S027,S43,outgroup,948.015586221778
S027,S44,outgroup,972.9632864487792
S027,S45,outgroup,1217.9390718051043
S027,S46,outgroup,1065.7610385646294
S027,S47,outgroup,1244.1897780384234
S027,S48,outgroup,1022.4781807277019
S027,S49,outgroup,1197.5557971819048
S027,S50,outgroup,922.2973544727951
S028,S01,ingroup,1002.572418519941
S028,S02,ingroup,875.2580370685209
S028,S03,ingroup,631.6298595236422
S028,S04,ingroup,628.400491893584
S028,S05,ingroup,862.5163085331492
S028,S06,ingroup,1002.7331323516348
S028,S07,ingroup,1216.718359963443
S028,S08,ingroup,749.4674483371225
S028,S09,ingroup,442.5886834496115
S028,S10,ingroup,1458.8176670936627
S028,S11,ingroup,1229.1292913361183
S028,S12,ingroup,940.9512239630355
S028,S13,ingroup,744.018494699955
S028,S14,ingroup,765.9101064514546
S028,S15,ingroup,1025.7406002356943
S028,S16,ingroup,874.4268584022722
S028,S17,ingroup,978.9395747615496
S028,S18,ingroup,823.0727767752362
S028,S19,ingroup,746.81961347349
S028,S20,ingroup,704.1186411319096
S028,S21,ingroup,791.5877392518911
S028,S22,ingroup,1016.5632132871287
S028,S23,ingroup,661.8420126227335
S028,S24,ingroup,1061.6360837693899
S028,S25,ingroup,920.249417378255
S028,S26,outgroup,1176.2607053536788
S028,S27,outgroup,1205.067424973661
S028,S28,outgroup,1154.6231716673228
S028,S29,outgroup,1057.7643519789212
S028,S30,outgroup,1118.2236597879546
S028,S31,outgroup,1297.479832255935
S028,S32,outgroup,1041.9207254877947
S028,S33,outgroup,1267.024951706526
S028,S34,outgroup,1084.0286959437246
S028,S35,outgroup,1304.3686707239826
S028,S36,outgroup,788.9964011692102
S028,S37,outgroup,1263.539344685843
S028,S38,outgroup,843.4603148294894
S028,S39,outgroup,1114.114378674774
S028,S40,outgroup,534.2109549108438
S028,S41,outgroup,1059.9515892558143
S028,S42,outgroup,1400.9813473198542
S028,S43,outgroup,707.8769551961373
S028,S44,outgroup,859.2099043797474
S028,S45,outgroup,987.785260707019
S028,S46,outgroup,810.2666227459058
S028,S47,outgroup,1090.535132176205
S028,S48,outgroup,920.3806044893283
S028,S49,outgroup,1272.1955122623679
S028,S50,outgroup,921.5340080124491
S029,S01,ingroup,278.92504266216497
S029,S02,ingroup,777.156224550348
S029,S03,ingroup,781.627738348867
S029,S04,ingroup,739.386661563934
S029,S05,ingroup,303.37545289954164
S029,S06,ingroup,606.1038690873844
S029,S07,ingroup,995.6928601854313
S029,S08,ingroup,567.7785204078746
S029,S09,ingroup,938.1938114715381
S029,S10,ingroup,630.7454459408619
S029,S11,ingroup,653.0080905317253
S029,S12,ingroup,457.8994064867085
S029,S13,ingroup,178.08488501957612
S029,S14,ingroup,612.8013571900437
S029,S15,ingroup,716.34280999478494
S029,S16,ingroup,1063.210012134733
S029,S17,ingroup,587.5715339906087
S029,S18,ingroup,445.0340117023726
S029,S19,ingroup,728.8091283447804
S029,S20,ingroup,598.499105952862
S029,S21,ingroup,397.90831261678306
S029,S22,ingroup,992.6951352576433
S029,S23,ingroup,967.6528320006594
S029,S24,ingroup,787.1925005419225
S029,S25,ingroup,572.9830282859461
S029,S26,outgroup,788.3034657694299
S029,S27,outgroup,621.9797200579559
S029,S28,outgroup,747.1907748325465
S029,S29,outgroup,918.283131494061
S029,S30,outgroup,709.91417455072
S029,S31,outgroup,976.9734599122012
S029,S32,outgroup,786.0725162615565
S029,S33,outgroup,860.6310594612048
S029,S34,outgroup,1124.3374621398395
S029,S35,outgroup,628.2997268510894
S029,S36,outgroup,717.191801508772
S029,S37,outgroup,578.645238988183
S029,S38,outgroup,978.6431716849802
S029,S39,outgroup,808.5980306567914
S029,S40,outgroup,607.0587925035213
S029,S41,outgroup,761.9575196523374
S029,S42,outgroup,653.2650521649991
S029,S43,outgroup,746.8500664630093
S029,S44,outgroup,732.3762490267178
S029,S45,outgroup,677.253459301231
S029,S46,outgroup,773.9927569909971
S029,S47,outgroup,711.3225672923373
S029,S48,outgroup,851.2449985324578
S029,S49,outgroup,736.7751552622509
S029,S50,outgroup,810.65861049283
S030,S01,ingroup,745.5277045886569
S030,S02,ingroup,1172.0868474251029
S030,S03,ingroup,612.437901140358
S030,S04,ingroup,1154.0544902698227
S030,S05,ingroup,405.7823428212097
S030,S06,ingroup,973.2945631733717
S030,S07,ingroup,1050.8827521931948
S030,S08,ingroup,722.4045738296413
S030,S09,ingroup,749.2146911747255
S030,S10,ingroup,536.2179294642267
S030,S11,ingroup,869.2525315071596
S030,S12,ingroup,814.3759026590236
S030,S13,ingroup,784.6801785503833
S030,S14,ingroup,644.2562944174392
S030,S15,ingroup,1013.4206538925987
S030,S16,ingroup,940.5184038844511
